_id,title,text,query
<dbpedia:Kurtis_Blow>,Kurtis Blow,"Kurt Walker (born August 9, 1959), professionally known by his stage name Kurtis Blow, is an American rapper and record producer. He is the first commercially successful rapper and the first to sign with a major record label. ""The Breaks"", a single from his 1980 debut album, is the first certified gold record rap song. Throughout his career he has released 15 albums and is currently an ordained minister.",who is kurt blow
<dbpedia:Jason_Alexander>,Jason Alexander,"Jay Scott Greenspan (born September 23, 1959), better known by the stage name Jason Alexander, is an American actor, comedian and voice artist.Alexander is best known for his role as George Costanza on the sitcom Seinfeld (1989–1998). He portrayed the lawyer Philip Stuckey in the film Pretty Woman (1990).",who is jason alexander
<dbpedia:Geography_of_Kazakhstan>,Geography of Kazakhstan,"Kazakhstan is located in Central Asia and Eastern Europe at 48°N 68°E﻿ / 48; 68. With an area of about 2,724,800 square kilometers, Kazakhstan is more than twice the combined size of the other four Central Asian states, or about twice the size of Alaska. The country borders Turkmenistan, Uzbekistan, and Kyrgyzstan to the south; Russia to the north; Russia and the Caspian Sea to the west; and China's Xinjiang Uygur Autonomous Region to the east.",where is kazakhstan located
<dbpedia:Knitting>,Knitting,"Knitting is a method by which yarn is manipulated to create a textile or fabric.Knitting creates multiple loops of yarn, called stitches, in a line or tube. Knitting has multiple active stitches on the needle at one time. Knitted fabric consists of a number of consecutive rows of interlocking loops.",knitting definition
<dbpedia:Johannes_Nicolaus_Brønsted>,Johannes Nicolaus Brønsted,"Johannes Nicolaus Brønsted (Danish pronunciation: [joˈhanˀəs ˈneɡ̊olɑʊ̯ˀs ˈb̥ʁɶnsd̥ɛð] February 22, 1879 – December 17, 1947) born in Varde, was a Danish physical chemist.He earned a degree in chemical engineering in 1899 and his Ph.D.",who is nicolaus brensted
<dbpedia:Politics_of_Kazakhstan>,Politics of Kazakhstan,"The politics of Kazakhstan takes place in the framework of a presidential republic, whereby the President of Kazakhstan is head of state and nominates the head of government. Executive power is exercised by the government. Legislative power is vested in both the government and the two chambers of parliament.",what are the main issues of kazakhstan
<dbpedia:Junkers_Ju_87>,Junkers Ju 87,"The Junkers Ju 87 or Stuka (from Sturzkampfflugzeug, ""dive bomber"") was a two-man (pilot and rear gunner) German dive bomber and ground-attack aircraft. Designed by Hermann Pohlmann, the Stuka first flew in 1935 and made its combat debut in 1936 as part of the Luftwaffe's Condor Legion during the Spanish Civil War.The aircraft was easily recognisable by its inverted gull wings and fixed spatted undercarriage.",what is the ju stika
<dbpedia:John_Sutter>,John Sutter,"Johann Augustus Sutter (February 15, 1803 – June 18, 1880) was a German-born Swiss pioneer of California known for his association with the California Gold Rush by the discovery of gold by James W. Marshall and the mill making team at Sutter's Mill, and for establishing Sutter's Fort in the area that would eventually become Sacramento, the state's capital.",who was the first sutter
<dbpedia:Transport_in_Kazakhstan>,Transport in Kazakhstan,"The vast territory of Kazakhstan spans across 2.7 million km ².  With a low population density, dissociation centers of industry and agriculture, and remoteness from world markets, the need for different modes of transportation in Kazakhstan are vital.Kazakhstan is committed to regional infrastructure development. According to Kazakhstan Ambassador to the U.S. Kairat Umarov, in 2014 Kazakhstan invested $18 billion to construct more airports, highways, and railroads.",is kazakhstan an area
<dbpedia:Jay_Leno>,Jay Leno,"James Douglas Muir ""Jay"" Leno (/ˈlɛnoʊ/; born April 28, 1950) is an American comedian, actor, writer, producer, voice actor, and television host. He was the host of NBC's The Tonight Show with Jay Leno from 1992 to 2009. Beginning in September 2009, Leno started a primetime talk show, titled The Jay Leno Show, which aired weeknights at 10:00 p.m.",when was jay leno born
<dbpedia:Geography_of_Kenya>,Geography of Kenya,"The geography of Kenya is diverse. Kenya has a coastline on the Indian Ocean, which contains swamps of East African mangroves. Inland are broad plains and numerous hills.Central and Western Kenya is characterised by the Kenyan Rift Valley home to two of Africa's highest mountains, Mount Kenya and Mount Elgon.The Kakamega Forest in western Kenya is relic of an East African rainforest. Much larger is Mau Forest, the largest forest complex in East Africa.",what is kenya's geography
<dbpedia:Josephus>,Josephus,Titus Flavius Josephus (/dʒoʊˈsiːfəs/; 37 – c.,who is tigus jacobs
"<dbpedia:Joseph_Lister,_1st_Baron_Lister>","Joseph Lister, 1st Baron Lister","Joseph Lister, 1st Baron Lister, Bt., OM, FRS, PC (5 April 1827 – 10 February 1912), known as Sir Joseph Lister, Bt., between 1883 and 1897, was a British surgeon and a pioneer of antiseptic surgery. By applying Louis Pasteur's advances in microbiology, he promoted the idea of sterile portable ports while working at the Glasgow Royal Infirmary.",who was joseph lister
"<dbpedia:John,_King_of_England>","John, King of England","John (24 December 1166 – 19 October 1216), also known as John Lackland (Norman French: Johan sanz Terre), was King of England from 6 April 1199 until his death in 1216. Following the battle of Bouvines, John lost the duchy of Normandy to King Philip II of France, which resulted in the collapse of most of the Angevin Empire and contributed to the subsequent growth in power of the Capetian dynasty during the 13th century.",when was john king of england
<dbpedia:Joan_of_Arc>,Joan of Arc,"Joan of Arc (French: Jeanne d'Arc, IPA: [ʒan daʁk]; c. 1412 – 30 May 1431), nicknamed ""The Maid of Orléans"" (French: La Pucelle d'Orléans) is considered a heroine of France for her role during the Lancastrian phase of the Hundred Years' War, and was canonized as a Roman Catholic saint. Joan of Arc was born to Jacques d'Arc and Isabelle, a peasant family, at Domrémy in north-east France.",who was joan of arc
<dbpedia:Transport_in_Kenya>,Transport in Kenya,Transport in Kenya refers to the transportation structure in Kenya. The country has an extensive network of paved and unpaved roads.Kenya's railway system links the nation's ports and major cities and connects Kenya with neighbouring Uganda. There are 15 airports with paved runways.,what is transport system in kenya
<dbpedia:Jon_Voight>,Jon Voight,"Jonathan Vincent ""Jon"" Voight (/vɔɪt/; born December 29, 1938) is an American actor. He has won one Academy Award, out of four nominations, and four Golden Globe Awards, out of ten nominations. He is the father of actress Angelina Jolie and actor James Haven.Voight came to prominence in the late 1960s with his performance as a would-be gigolo in Midnight Cowboy (1969).",is jon vuitt a actor
<dbpedia:John_Wycliffe>,John Wycliffe,"John Wycliffe (/ˈwɪklɪf/; also spelled Wyclif, Wycliff, Wiclef, Wicliffe, Wickliffe; c. 1331 – 31 December 1384) was an English Scholastic philosopher, theologian, lay preacher, translator, reformer and university teacher at Oxford in England. He was an influential dissident in the Roman Catholic Church during the 14th century. His followers were known as Lollards, a somewhat rebellious movement, which preached anticlerical and biblically-centred reforms.",who was john wycliffe
<dbpedia:Telecommunications_in_Kenya>,Telecommunications in Kenya,"Telecommunications in Kenya include radio, television, fixed and mobile telephones, and the Internet.",which telecommunication systems are in kenya
<dbpedia:John_Hanson>,John Hanson,"John Hanson (April 14 [O.S. April 3] 1721 – November 15, 1783) was a merchant and public official from Maryland during the era of the American Revolution. After serving in a variety of roles for the Patriot cause in Maryland, in 1779 Hanson was elected as a delegate to the Continental Congress.",who was hanson
<dbpedia:Telecommunications_in_Kazakhstan>,Telecommunications in Kazakhstan,"This article provides an overview of the communications infrastructure of the country of Kazakhstan.The information was taken from CIA World FactBook (March 20, 2008):Telephones - main lines in use:5.928 million (2009)Telephones - mobile cellular:14,830,000 (2009)Country phone code: +7Telephone system:domestic:intercity by landline, microwave radio relay and satellite communication (KazSat); number of fixed-line connections is gradually increasing and fixed-line teledensity is about 20 per 100 persons; mobile-cellular usage is increasing rapidly and subscriptions now exceed 50 per 100 personsinternational:international traffic with other former Soviet republics and China carried by landline and microwave radio relay; with other countries by satellite and by the Trans-Asia-Europe (TAE) fiber-optic cable; satellite earth stations - 2 Intelsat, KazSatRadio broadcast stations:AM 60, FM 17, shortwave 9 (1998)Radios:6.47 million (1997); 12 million (2009);Television broadcast stations:12 (plus 9 repeaters) (1998); 149 (2009);Internet Service Providers (ISPs):10 (with their own international channels) (2001); 22 (2009);Internet hosts:33,217 (2007);80,000 (2009);Internet users:100,000 (2002);400,000 (2005);1,247,000 (2006);3,130,000 (2008);4,700,000 [1] (2009);Internet country code (Top level domain): KZ",what type of cable is used in kazakhstan
<dbpedia:John_Sealy_Hospital>,John Sealy Hospital,"John Sealy Hospital is a hospital that is a part of the University of Texas Medical Branch complex in Galveston, Texas, United States.",is john sealy hospital a hospital
